-4.9098	-0.20999	3.2025	-0.50081	-1.5481
-5.2753	-0.092851	1.4016	-1.2515	-2.4267
-4.4127	-0.60012	0.72124	-0.53927	0.026707
-3.9328	-1.1964	0.79286	-1.0668	-1.4379
-4.725	-0.50746	2.5002	-0.78722	-0.88454
-3.473	-0.31753	-0.17385	-0.095012	-0.15216
-3.7273	-0.43468	0.77005	-0.38913	-0.42735
-4.3207	-0.28157	2.4738	-0.49719	-1.2281
-4.6131	-0.28654	2.3506	-0.44678	-1.1477
-5.2065	-0.13343	4.0543	-0.55484	-1.9484
-4.024	-0.35813	1.6219	-0.44316	-0.82773
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-4.1784	-0.38533	1.6794	-0.54351	-0.68978
-4.6174	-0.20502	3.3256	-0.55122	-1.6285
-3.7273	-0.43468	0.77005	-0.38913	-0.42735
-3.9244	-0.82722	0.19005	-0.78661	0.63986
-3.7741	-0.15945	1.653	-0.25348	-1.0334
-4.0197	-0.43965	0.64689	-0.33872	-0.34692
-4.3508	-0.3428	0.17236	-0.7411	-0.98645
-4.4171	-0.5186	1.6963	-0.64371	-0.4541
-3.7273	-0.43468	0.77005	-0.38913	-0.42735
-6.5302	-0.1805	3.6193	-0.45357	-1.4888
-3.5551	-0.70292	-0.1069	-0.49192	-0.2595
-3.4306	-0.51124	-0.081812	-0.33509	-0.026967
-5.2753	-0.092851	1.4016	-1.2515	-2.4267
-3.4306	-0.51124	-0.081812	-0.33509	-0.026967
-4.6131	-0.28654	2.3506	-0.44678	-1.1477
-4.0774	-0.99297	-0.33489	0.46182	-0.15456
-5.4036	-0.52597	3.4743	-0.95233	-0.88124
-7.1726	-1.6887	-1.1005	-0.7201	0.96203
-4.6098	-0.99266	0.14124	-0.93676	1.0939
-5.7571	-0.55994	2.9039	-1.5336	-1.5809
-3.9773	-0.63336	0.73893	-0.5788	-0.22172
-5.7364	-0.64719	0.28616	-0.438	0.48637
-4.6518	-0.18473	1.9992	-0.89956	-1.8676
-5.3141	-0.43587	3.2289	-0.79084	-1.2045
-4.6131	-0.28654	2.3506	-0.44678	-1.1477
-4.3084	-0.53651	0.2644	-0.98118	-0.86126
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-4.0628	-0.25632	1.2705	-0.89594	-1.5477
-4.6131	-0.28654	2.3506	-0.44678	-1.1477
-3.4306	-0.51124	-0.081812	-0.33509	-0.026967
-4.0197	-0.43965	0.64689	-0.33872	-0.34692
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-3.7661	-0.33287	0.41867	-0.84191	-1.1473
-4.9098	-0.20999	3.2025	-0.50081	-1.5481
-5.0061	-0.44701	2.425	-0.64734	-0.77406
-4.1396	-1.4648	-0.34166	1.1579	-0.44301
-4.4471	-0.57983	-0.60515	-0.88762	-0.21244
-3.4306	-0.51124	-0.081812	-0.33509	-0.026967
-4.3164	-0.36309	1.4988	-0.39275	-0.7473
-5.1379	-2.0957	-0.20762	-1.9029	1.5376
-5.4036	-0.52597	3.4743	-0.95233	-0.88124
-4.0197	-0.43965	0.64689	-0.33872	-0.34692
-4.3785	-0.8349	1.492	0.30335	-1.0358
-4.274	-0.5568	1.5908	-0.63283	-0.62211
-4.3207	-0.28157	2.4738	-0.49719	-1.2281
-3.7317	-0.35316	1.7451	-0.49356	-0.90816
-4.7138	-0.44205	2.5481	-0.69774	-0.85449
-3.7317	-0.35316	1.7451	-0.49356	-0.90816
-3.435	-0.42972	0.8932	-0.43953	-0.50778
-3.7273	-0.43468	0.77005	-0.38913	-0.42735
-9.5443	-4.7088	-0.79282	2.9908	-2.0879
-3.473	-0.31753	-0.17385	-0.095012	-0.15216
-3.1383	-0.50627	0.041343	-0.3855	-0.1074
-4.228	-0.89759	0.018957	-0.82568	0.69023
-4.0197	-0.43965	0.64689	-0.33872	-0.34692
-4.9676	-0.76331	2.2207	0.29972	-1.3557
-4.3164	-0.36309	1.4988	-0.39275	-0.7473
-4.3164	-0.36309	1.4988	-0.39275	-0.7473
-3.2194	-0.21075	-0.40207	-0.5982	-0.95255
-3.7317	-0.35316	1.7451	-0.49356	-0.90816
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-3.4306	-0.51124	-0.081812	-0.33509	-0.026967
-4.0197	-0.43965	0.64689	-0.33872	-0.34692
-4.6131	-0.28654	2.3506	-0.44678	-1.1477
-3.473	-0.31753	-0.17385	-0.095012	-0.15216
-3.1383	-0.50627	0.041343	-0.3855	-0.1074
-5.2065	-0.13343	4.0543	-0.55484	-1.9484
-3.7697	-0.24097	0.67801	-0.14904	-0.55254
-4.9134	-1.063	-0.029847	-0.97582	1.1443
-4.6174	-0.20502	3.3256	-0.55122	-1.6285
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-4.3164	-0.36309	1.4988	-0.39275	-0.7473
-4.6131	-0.28654	2.3506	-0.44678	-1.1477
-5.9031	0.080546	1.7789	-1.7079	-3.4667
-3.1383	-0.50627	0.041343	-0.3855	-0.1074
-4.024	-0.35813	1.6219	-0.44316	-0.82773
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-4.9098	-0.20999	3.2025	-0.50081	-1.5481
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-3.473	-0.31753	-0.17385	-0.095012	-0.15216
-3.473	-0.31753	-0.17385	-0.095012	-0.15216
-4.6598	-0.01131	3.2336	-0.31114	-1.7537
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-3.4306	-0.51124	-0.081812	-0.33509	-0.026967
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-5.9926	-0.45438	4.203	-0.95595	-1.2012
-4.0541	-0.41936	-0.6795	-0.68706	-0.58607
-3.4306	-0.51124	-0.081812	-0.33509	-0.026967
-3.473	-0.31753	-0.17385	-0.095012	-0.15216
-10.892	-2.4238	4.8459	-1.9868	-1.2594
-7.5403	-3.5579	0.94519	2.3695	-0.521
-4.7286	0.02927	0.58081	-1.0078	-2.232
-4.0197	-0.43965	0.64689	-0.33872	-0.34692
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-6.3855	-2.6704	1.701	3.2857	-2.1878
-3.9356	-0.89263	0.14211	-0.87608	0.6098
-3.7317	-0.35316	1.7451	-0.49356	-0.90816
-4.024	-0.35813	1.6219	-0.44316	-0.82773
-4.3164	-0.36309	1.4988	-0.39275	-0.7473
-6.4435	-1.1682	3.2956	-0.35597	-0.63521
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-4.9098	-0.20999	3.2025	-0.50081	-1.5481
-4.6708	-0.83986	1.3688	0.35375	-0.95532
-4.024	-0.35813	1.6219	-0.44316	-0.82773
-3.4306	-0.51124	-0.081812	-0.33509	-0.026967
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-4.3164	-0.36309	1.4988	-0.39275	-0.7473
-4.3508	-0.3428	0.17236	-0.7411	-0.98645
-4.274	-0.5568	1.5908	-0.63283	-0.62211
-3.1383	-0.50627	0.041343	-0.3855	-0.1074
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-6.3694	-0.7923	5.9374	-1.6228	-1.9496
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-3.9773	-0.63336	0.73893	-0.5788	-0.22172
-3.1383	-0.50627	0.041343	-0.3855	-0.1074
-3.1383	-0.50627	0.041343	-0.3855	-0.1074
-3.1807	-0.31256	-0.050692	-0.14542	-0.23259
-4.4728	-1.1122	-0.29833	-0.85372	0.67034
-4.3164	-0.36309	1.4988	-0.39275	-0.7473
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-5.5303	-1.698	1.4628	0.55927	-0.52657
-3.4306	-0.51124	-0.081812	-0.33509	-0.026967
-5.0343	-0.40167	3.1774	-0.65764	-1.7806
-6.1004	-0.9713	2.8219	-0.69767	-1.7588
-3.1383	-0.50627	0.041343	-0.3855	-0.1074
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-3.1807	-0.31256	-0.050692	-0.14542	-0.23259
-3.723	-0.5162	-0.20497	-0.28469	0.053463
-3.435	-0.42972	0.8932	-0.43953	-0.50778
-3.1383	-0.50627	0.041343	-0.3855	-0.1074
-3.1383	-0.50627	0.041343	-0.3855	-0.1074
-6.4125	-1.6418	2.7841	-0.19125	-1.8417
-3.5973	-1.2611	-0.18739	1.2972	-0.72906
-4.9873	-0.0063685	2.4997	-1.4064	-2.988
-4.0197	-0.43965	0.64689	-0.33872	-0.34692
-3.4306	-0.51124	-0.081812	-0.33509	-0.026967
-4.9252	-0.95702	2.3127	0.059639	-1.2305
-4.0197	-0.43965	0.64689	-0.33872	-0.34692
-3.7273	-0.43468	0.77005	-0.38913	-0.42735
-3.9244	-0.82722	0.19005	-0.78661	0.63986
-3.9668	-0.63351	0.098011	-0.54652	0.51466
-5.7723	-1.0925	2.5698	-1.4675	0.038283
-3.9244	-0.82722	0.19005	-0.78661	0.63986
-4.7138	-0.44205	2.5481	-0.69774	-0.85449
-4.9486	-0.10818	2.8511	-0.95359	-2.268
-4.4171	-0.5186	1.6963	-0.64371	-0.4541
-3.1383	-0.50627	0.041343	-0.3855	-0.1074
-3.4306	-0.51124	-0.081812	-0.33509	-0.026967
-3.1807	-0.31256	-0.050692	-0.14542	-0.23259
-5.6218	-0.74304	0.037273	-1.0935	-2.7487
-7.3974	-1.5405	3.4161	-2.0619	0.67121
-3.1383	-0.50627	0.041343	-0.3855	-0.1074
-5.7993	-1.1294	0.99507	-0.5392	-0.87766
-3.435	-0.42972	0.8932	-0.43953	-0.50778
-3.435	-0.42972	0.8932	-0.43953	-0.50778
-6.1178	-1.9274	1.1865	-1.4334	-0.95438
-7.0855	-1.0845	2.8984	-2.074	-0.54758
-4.0818	-0.91145	0.64012	0.35738	-0.63537
-3.7617	-0.41439	-0.55634	-0.73747	-0.6665
-4.024	-0.35813	1.6219	-0.44316	-0.82773
-2.8883	-0.3076	0.072464	-0.19582	-0.31302
-4.621	-1.0581	0.093309	-1.0262	1.0639
-4.024	-0.35813	1.6219	-0.44316	-0.82773
-4.3164	-0.36309	1.4988	-0.39275	-0.7473
-4.0284	-0.27661	2.5969	-0.54759	-1.3085
-4.7828	-1.0608	1.5184	0.01332	-0.69218
-4.3287	-1.0531	0.21646	-1.0766	0.98343
-3.7317	-0.35316	1.7451	-0.49356	-0.90816
-6.2121	-0.97773	3.5272	-1.5324	-0.1941
-4.5592	-1.0152	-1.0112	-0.73377	-1.2509
-3.4306	-0.51124	-0.081812	-0.33509	-0.026967
-5.1181	-0.66793	2.5745	-0.98777	-0.51091
-3.4306	-0.51124	-0.081812	-0.33509	-0.026967
-4.4171	-0.5186	1.6963	-0.64371	-0.4541
-3.4306	-0.51124	-0.081812	-0.33509	-0.026967
-5.3029	-0.37046	3.2768	-0.70137	-1.1744
-3.4306	-0.51124	-0.081812	-0.33509	-0.026967
-4.9934	-1.4775	0.85268	-1.5886	0.79624
