-4.9098	-0.20999	3.2025
-5.2753	-0.092851	1.4016
-4.4127	-0.60012	0.72124
-3.9328	-1.1964	0.79286
-4.725	-0.50746	2.5002
-3.473	-0.31753	-0.17385
-3.7273	-0.43468	0.77005
-4.3207	-0.28157	2.4738
-4.6131	-0.28654	2.3506
-5.2065	-0.13343	4.0543
-4.024	-0.35813	1.6219
-3.723	-0.5162	-0.20497
-4.1784	-0.38533	1.6794
-4.6174	-0.20502	3.3256
-3.7273	-0.43468	0.77005
-3.9244	-0.82722	0.19005
-3.7741	-0.15945	1.653
-4.0197	-0.43965	0.64689
-4.3508	-0.3428	0.17236
-4.4171	-0.5186	1.6963
-3.7273	-0.43468	0.77005
-6.5302	-0.1805	3.6193
-3.5551	-0.70292	-0.1069
-3.4306	-0.51124	-0.081812
-5.2753	-0.092851	1.4016
-3.4306	-0.51124	-0.081812
-4.6131	-0.28654	2.3506
-4.0774	-0.99297	-0.33489
-5.4036	-0.52597	3.4743
-7.1726	-1.6887	-1.1005
-4.6098	-0.99266	0.14124
-5.7571	-0.55994	2.9039
-3.9773	-0.63336	0.73893
-5.7364	-0.64719	0.28616
-4.6518	-0.18473	1.9992
-5.3141	-0.43587	3.2289
-4.6131	-0.28654	2.3506
-4.3084	-0.53651	0.2644
-3.723	-0.5162	-0.20497
-4.0628	-0.25632	1.2705
-4.6131	-0.28654	2.3506
-3.4306	-0.51124	-0.081812
-4.0197	-0.43965	0.64689
-3.723	-0.5162	-0.20497
-3.7661	-0.33287	0.41867
-4.9098	-0.20999	3.2025
-5.0061	-0.44701	2.425
-4.1396	-1.4648	-0.34166
-4.4471	-0.57983	-0.60515
-3.4306	-0.51124	-0.081812
-4.3164	-0.36309	1.4988
-5.1379	-2.0957	-0.20762
-5.4036	-0.52597	3.4743
-4.0197	-0.43965	0.64689
-4.3785	-0.8349	1.492
-4.274	-0.5568	1.5908
-4.3207	-0.28157	2.4738
-3.7317	-0.35316	1.7451
-4.7138	-0.44205	2.5481
-3.7317	-0.35316	1.7451
-3.435	-0.42972	0.8932
-3.7273	-0.43468	0.77005
-9.5443	-4.7088	-0.79282
-3.473	-0.31753	-0.17385
-3.1383	-0.50627	0.041343
-4.228	-0.89759	0.018957
-4.0197	-0.43965	0.64689
-4.9676	-0.76331	2.2207
-4.3164	-0.36309	1.4988
-4.3164	-0.36309	1.4988
-3.2194	-0.21075	-0.40207
-3.7317	-0.35316	1.7451
-3.723	-0.5162	-0.20497
-3.4306	-0.51124	-0.081812
-4.0197	-0.43965	0.64689
-4.6131	-0.28654	2.3506
-3.473	-0.31753	-0.17385
-3.1383	-0.50627	0.041343
-5.2065	-0.13343	4.0543
-3.7697	-0.24097	0.67801
-4.9134	-1.063	-0.029847
-4.6174	-0.20502	3.3256
-3.723	-0.5162	-0.20497
-4.3164	-0.36309	1.4988
-4.6131	-0.28654	2.3506
-5.9031	0.080546	1.7789
-3.1383	-0.50627	0.041343
-4.024	-0.35813	1.6219
-3.723	-0.5162	-0.20497
-4.9098	-0.20999	3.2025
-3.723	-0.5162	-0.20497
-3.473	-0.31753	-0.17385
-3.473	-0.31753	-0.17385
-4.6598	-0.01131	3.2336
-3.723	-0.5162	-0.20497
-3.4306	-0.51124	-0.081812
-3.723	-0.5162	-0.20497
-5.9926	-0.45438	4.203
-4.0541	-0.41936	-0.6795
-3.4306	-0.51124	-0.081812
-3.473	-0.31753	-0.17385
-10.892	-2.4238	4.8459
-7.5403	-3.5579	0.94519
-4.7286	0.02927	0.58081
-4.0197	-0.43965	0.64689
-3.723	-0.5162	-0.20497
-6.3855	-2.6704	1.701
-3.9356	-0.89263	0.14211
-3.7317	-0.35316	1.7451
-4.024	-0.35813	1.6219
-4.3164	-0.36309	1.4988
-6.4435	-1.1682	3.2956
-3.723	-0.5162	-0.20497
-4.9098	-0.20999	3.2025
-4.6708	-0.83986	1.3688
-4.024	-0.35813	1.6219
-3.4306	-0.51124	-0.081812
-3.723	-0.5162	-0.20497
-4.3164	-0.36309	1.4988
-4.3508	-0.3428	0.17236
-4.274	-0.5568	1.5908
-3.1383	-0.50627	0.041343
-3.723	-0.5162	-0.20497
-6.3694	-0.7923	5.9374
-3.723	-0.5162	-0.20497
-3.723	-0.5162	-0.20497
-3.723	-0.5162	-0.20497
-3.723	-0.5162	-0.20497
-3.9773	-0.63336	0.73893
-3.1383	-0.50627	0.041343
-3.1383	-0.50627	0.041343
-3.1807	-0.31256	-0.050692
-4.4728	-1.1122	-0.29833
-4.3164	-0.36309	1.4988
-3.723	-0.5162	-0.20497
-5.5303	-1.698	1.4628
-3.4306	-0.51124	-0.081812
-5.0343	-0.40167	3.1774
-6.1004	-0.9713	2.8219
-3.1383	-0.50627	0.041343
-3.723	-0.5162	-0.20497
-3.1807	-0.31256	-0.050692
-3.723	-0.5162	-0.20497
-3.435	-0.42972	0.8932
-3.1383	-0.50627	0.041343
-3.1383	-0.50627	0.041343
-6.4125	-1.6418	2.7841
-3.5973	-1.2611	-0.18739
-4.9873	-0.0063685	2.4997
-4.0197	-0.43965	0.64689
-3.4306	-0.51124	-0.081812
-4.9252	-0.95702	2.3127
-4.0197	-0.43965	0.64689
-3.7273	-0.43468	0.77005
-3.9244	-0.82722	0.19005
-3.9668	-0.63351	0.098011
-5.7723	-1.0925	2.5698
-3.9244	-0.82722	0.19005
-4.7138	-0.44205	2.5481
-4.9486	-0.10818	2.8511
-4.4171	-0.5186	1.6963
-3.1383	-0.50627	0.041343
-3.4306	-0.51124	-0.081812
-3.1807	-0.31256	-0.050692
-5.6218	-0.74304	0.037273
-7.3974	-1.5405	3.4161
-3.1383	-0.50627	0.041343
-5.7993	-1.1294	0.99507
-3.435	-0.42972	0.8932
-3.435	-0.42972	0.8932
-6.1178	-1.9274	1.1865
-7.0855	-1.0845	2.8984
-4.0818	-0.91145	0.64012
-3.7617	-0.41439	-0.55634
-4.024	-0.35813	1.6219
-2.8883	-0.3076	0.072464
-4.621	-1.0581	0.093309
-4.024	-0.35813	1.6219
-4.3164	-0.36309	1.4988
-4.0284	-0.27661	2.5969
-4.7828	-1.0608	1.5184
-4.3287	-1.0531	0.21646
-3.7317	-0.35316	1.7451
-6.2121	-0.97773	3.5272
-4.5592	-1.0152	-1.0112
-3.4306	-0.51124	-0.081812
-5.1181	-0.66793	2.5745
-3.4306	-0.51124	-0.081812
-4.4171	-0.5186	1.6963
-3.4306	-0.51124	-0.081812
-5.3029	-0.37046	3.2768
-3.4306	-0.51124	-0.081812
-4.9934	-1.4775	0.85268
-6.9167	-2.0128	2.2923
-5.4036	-0.52597	3.4743
-3.7317	-0.35316	1.7451
-7.099	-1.4542	3.8734
-3.4306	-0.51124	-0.081812
-3.7273	-0.43468	0.77005
-4.5936	-1.4398	-0.1589
-6.4264	-0.89042	2.0612
-4.9719	-0.68179	3.1957
-5.1912	-0.54583	0.89677
-4.0284	-0.27661	2.5969
-5.4767	-0.40387	1.7966
-4.3251	-0.20006	3.4488
-6.5229	0.080523	0.92186
-3.435	-0.42972	0.8932
-3.1383	-0.50627	0.041343
-4.3251	-0.20006	3.4488
-2.8883	-0.3076	0.072464
-4.733	0.11079	1.5558
-4.3251	-0.20006	3.4488
-4.3939	-0.15948	0.796
-4.4935	-1.0802	0.91492
-4.7182	-0.36053	3.5231
-5.1112	-0.52101	3.5975
-4.9873	-0.0063685	2.4997
-5.284	0.070185	3.3516
-4.3829	-0.75338	2.467
-4.0284	-0.27661	2.5969
-4.0284	-0.27661	2.5969
-3.8237	-0.67171	-0.0074611
-3.7741	-0.15945	1.653
-5.284	0.070185	3.3516
-4.3719	0.075173	4.3318
-4.0284	-0.27661	2.5969
-4.3251	-0.20006	3.4488
-3.7317	-0.35316	1.7451
-4.4215	-0.43708	2.6713
-4.0284	-0.27661	2.5969
-4.7294	-0.42594	3.4752
-4.0752	-0.001381	3.4799
-6.52	-0.52176	2.1524
-4.7182	-0.36053	3.5231
-3.7741	-0.15945	1.653
-3.1383	-0.50627	0.041343
-4.0708	-0.082899	2.5049
-3.7741	-0.15945	1.653
-2.8883	-0.3076	0.072464
-4.4327	-0.50249	2.6233
-4.3207	-0.28157	2.4738
-4.3207	-0.28157	2.4738
-5.2065	-0.13343	4.0543
-4.3207	-0.28157	2.4738
-4.6518	-0.18473	1.9992
-4.6131	-0.28654	2.3506
-3.1383	-0.50627	0.041343
-4.5403	-0.80493	1.7979
-4.3251	-0.20006	3.4488
-3.435	-0.42972	0.8932
-3.1383	-0.50627	0.041343
-4.6174	-0.20502	3.3256
-4.3251	-0.20006	3.4488
-3.7741	-0.15945	1.653
-2.8883	-0.3076	0.072464
-3.1807	-0.31256	-0.050692
-4.4559	-0.41679	1.3449
-3.3882	-0.70495	0.010223
-4.2784	-0.47528	2.5658
-4.024	-0.35813	1.6219
-4.0628	-0.25632	1.2705
-4.0284	-0.27661	2.5969
-4.6131	-0.28654	2.3506
-5.7391	-0.34761	3.9748
-4.0708	-0.082899	2.5049
-5.1181	-0.66793	2.5745
-3.473	-0.31753	-0.17385
-4.024	-0.35813	1.6219
-3.7273	-0.43468	0.77005
-4.8402	-0.74031	-0.5308
-4.9098	-0.20999	3.2025
-5.3029	-0.37046	3.2768
-4.3207	-0.28157	2.4738
-4.9142	-0.12847	4.1775
-3.7317	-0.35316	1.7451
-5.1337	-0.65182	3.5016
-4.3207	-0.28157	2.4738
-4.8446	-0.65879	0.44422
-4.6174	-0.20502	3.3256
-3.185	-0.23104	0.92432
-3.4817	-0.15449	1.7762
-4.024	-0.35813	1.6219
-3.723	-0.5162	-0.20497
-6.0916	-1.1343	0.87191
-3.7317	-0.35316	1.7451
-8.1953	-4.0807	1.3708
-5.4959	-0.29586	2.983
-4.9873	-0.0063685	2.4997
-3.7273	-0.43468	0.77005
-4.6174	-0.20502	3.3256
-4.9098	-0.20999	3.2025
-4.9098	-0.20999	3.2025
-3.723	-0.5162	-0.20497
-4.024	-0.35813	1.6219
-4.9676	-0.76331	2.2207
-4.7094	-0.52357	1.5731
-4.024	-0.35813	1.6219
-3.4306	-0.51124	-0.081812
-5.3029	-0.37046	3.2768
-4.6174	-0.20502	3.3256
-3.4306	-0.51124	-0.081812
-3.4306	-0.51124	-0.081812
-3.723	-0.5162	-0.20497
-5.0105	-0.3655	3.4
-3.7317	-0.35316	1.7451
-6.2306	0.085488	1.045
-3.1383	-0.50627	0.041343
-4.9719	-0.68179	3.1957
-4.3251	-0.20006	3.4488
-4.7182	-0.36053	3.5231
-4.6174	-0.20502	3.3256
-4.7138	-0.44205	2.5481
-5.6959	-0.53094	3.3512
-4.024	-0.35813	1.6219
-5.6586	-0.70869	3.7294
-4.024	-0.35813	1.6219
-3.1807	-0.31256	-0.050692
-4.3207	-0.28157	2.4738
-4.3595	-0.17977	2.1224
-3.1383	-0.50627	0.041343
-4.3251	-0.20006	3.4488
-4.5359	-0.88644	0.82288
-3.4774	-0.23601	0.80117
-5.1069	-0.60252	2.6225
-4.024	-0.35813	1.6219
-4.3207	-0.28157	2.4738
-4.6174	-0.20502	3.3256
-4.024	-0.35813	1.6219
-6.2661	-0.0187	4.1546
-3.1383	-0.50627	0.041343
-4.6986	0.090498	2.8822
-3.435	-0.42972	0.8932
-4.0284	-0.27661	2.5969
-5.8122	-0.67033	4.4758
-4.6174	-0.20502	3.3256
-3.1383	-0.50627	0.041343
-3.7317	-0.35316	1.7451
-4.9109	-0.83459	1.9681
-4.0284	-0.27661	2.5969
-4.9873	-0.0063685	2.4997
-4.6906	-0.082922	1.6479
-4.024	-0.35813	1.6219
